n_placar_visitante,n_placar_casa,c_time_casa,c_time_visitante,dt_data_horario,d_ano_campeonato,c_nome_campeonato,n_rodada
0,1,Brentford,Everton,2021-11-28 14:00:00,2022,Premier League 2021-2022,13
2,4,Leicester,Watford,2021-11-28 14:00:00,2022,Premier League 2021-2022,13
1,2,Man City,West Ham,2021-11-28 14:00:00,2022,Premier League 2021-2022,13
1,1,Chelsea,Man United,2021-11-28 16:30:00,2022,Premier League 2021-2022,13
1,1,Newcastle,Norwich,2021-11-30 19:30:00,2022,Premier League 2021-2022,13
0,1,Leeds,Crystal Palace,2021-11-30 20:15:00,2022,Premier League 2021-2022,14
2,2,Southampton,Leicester,2021-12-01 19:30:00,2022,Premier League 2021-2022,14
2,1,Watford,Chelsea,2021-12-01 19:30:00,2022,Premier League 2021-2022,14
1,1,West Ham,Brighton,2021-12-01 19:30:00,2022,Premier League 2021-2022,14
0,0,Wolves,Burnley,2021-12-01 19:30:00,2022,Premier League 2021-2022,14
2,1,Aston Villa,Man City,2021-12-01 20:15:00,2022,Premier League 2021-2022,14
4,1,Everton,Liverpool,2021-12-01 20:15:00,2022,Premier League 2021-2022,14
0,2,Tottenham,Brentford,2021-12-02 19:30:00,2022,Premier League 2021-2022,14
2,3,Man United,Arsenal,2021-12-02 20:15:00,2022,Premier League 2021-2022,14
2,3,West Ham,Chelsea,2021-12-04 12:30:00,2022,Premier League 2021-2022,14
1,0,Wolves,Liverpool,2021-12-04 15:00:00,2022,Premier League 2021-2022,15
0,1,Newcastle,Burnley,2021-12-04 15:00:00,2022,Premier League 2021-2022,15
1,1,Southampton,Brighton,2021-12-04 15:00:00,2022,Premier League 2021-2022,15
3,1,Watford,Man City,2021-12-04 17:30:00,2022,Premier League 2021-2022,15
2,2,Leeds,Brentford,2021-12-05 14:00:00,2022,Premier League 2021-2022,15
0,1,Man United,Crystal Palace,2021-12-05 14:00:00,2022,Premier League 2021-2022,15
0,3,Tottenham,Norwich,2021-12-05 14:00:00,2022,Premier League 2021-2022,15
1,2,Aston Villa,Leicester,2021-12-05 16:30:00,2022,Premier League 2021-2022,15
1,2,Everton,Arsenal,2021-12-06 20:00:00,2022,Premier League 2021-2022,15
1,2,Brentford,Watford,2021-12-10 20:00:00,2022,Premier League 2021-2022,15
0,1,Man City,Wolves,2021-12-11 12:30:00,2022,Premier League 2021-2022,16
0,1,Liverpool,Aston Villa,2021-12-11 15:00:00,2022,Premier League 2021-2022,16
2,3,Chelsea,Leeds,2021-12-11 15:00:00,2022,Premier League 2021-2022,16
0,3,Arsenal,Southampton,2021-12-11 15:00:00,2022,Premier League 2021-2022,16
1,0,Norwich,Man United,2021-12-11 17:30:00,2022,Premier League 2021-2022,16
0,0,Burnley,West Ham,2021-12-12 14:00:00,2022,Premier League 2021-2022,16
0,4,Leicester,Newcastle,2021-12-12 14:00:00,2022,Premier League 2021-2022,16
1,3,Crystal Palace,Everton,2021-12-12 16:30:00,2022,Premier League 2021-2022,16
2,0,Norwich,Aston Villa,2021-12-14 19:45:00,2022,Premier League 2021-2022,16
0,7,Man City,Leeds,2021-12-14 20:00:00,2022,Premier League 2021-2022,16
1,0,Brighton,Wolves,2021-12-15 19:30:00,2022,Premier League 2021-2022,17
2,2,Crystal Palace,Southampton,2021-12-15 19:30:00,2022,Premier League 2021-2022,17
0,2,Arsenal,West Ham,2021-12-15 20:00:00,2022,Premier League 2021-2022,17
1,1,Chelsea,Everton,2021-12-16 19:45:00,2022,Premier League 2021-2022,17
1,3,Liverpool,Newcastle,2021-12-16 20:00:00,2022,Premier League 2021-2022,17
4,1,Leeds,Arsenal,2021-12-18 17:30:00,2022,Premier League 2021-2022,17
4,0,Newcastle,Man City,2021-12-19 14:00:00,2022,Premier League 2021-2022,17
0,0,Wolves,Chelsea,2021-12-19 14:00:00,2022,Premier League 2021-2022,17
2,2,Tottenham,Liverpool,2021-12-19 16:30:00,2022,Premier League 2021-2022,17
3,6,Man City,Leicester,2021-12-26 15:00:00,2022,Premier League 2021-2022,17
5,0,Norwich,Arsenal,2021-12-26 15:00:00,2022,Premier League 2021-2022,18
0,3,Tottenham,Crystal Palace,2021-12-26 15:00:00,2022,Premier League 2021-2022,18
3,2,West Ham,Southampton,2021-12-26 15:00:00,2022,Premier League 2021-2022,18
3,1,Aston Villa,Chelsea,2021-12-26 17:30:00,2022,Premier League 2021-2022,18
0,2,Brighton,Brentford,2021-12-26 20:00:00,2022,Premier League 2021-2022,18
1,1,Newcastle,Man United,2021-12-27 20:00:00,2022,Premier League 2021-2022,18
0,3,Crystal Palace,Norwich,2021-12-28 15:00:00,2022,Premier League 2021-2022,18
1,1,Southampton,Tottenham,2021-12-28 15:00:00,2022,Premier League 2021-2022,18
4,1,Watford,West Ham,2021-12-28 15:00:00,2022,Premier League 2021-2022,18
0,1,Leicester,Liverpool,2021-12-28 20:00:00,2022,Premier League 2021-2022,18
1,1,Chelsea,Brighton,2021-12-29 19:30:00,2022,Premier League 2021-2022,19
1,0,Brentford,Man City,2021-12-29 20:15:00,2022,Premier League 2021-2022,19
1,3,Man United,Burnley,2021-12-30 20:15:00,2022,Premier League 2021-2022,19
2,1,Arsenal,Man City,2022-01-01 12:30:00,2022,Premier League 2021-2022,19
1,0,Watford,Tottenham,2022-01-01 15:00:00,2022,Premier League 2021-2022,19
3,2,Crystal Palace,West Ham,2022-01-01 17:30:00,2022,Premier League 2021-2022,19
1,3,Leeds,Burnley,2022-01-02 14:00:00,2022,Premier League 2021-2022,19
3,2,Everton,Brighton,2022-01-02 14:00:00,2022,Premier League 2021-2022,19
1,2,Brentford,Aston Villa,2022-01-02 14:00:00,2022,Premier League 2021-2022,19
2,2,Chelsea,Liverpool,2022-01-02 16:30:00,2022,Premier League 2021-2022,19
1,0,Man United,Wolves,2022-01-03 17:30:00,2022,Premier League 2021-2022,20
1,4,Southampton,Brentford,2022-01-11 19:45:00,2022,Premier League 2021-2022,20
0,2,West Ham,Norwich,2022-01-12 19:45:00,2022,Premier League 2021-2022,20
1,1,Brighton,Crystal Palace,2022-01-14 20:00:00,2022,Premier League 2021-2022,20
0,1,Man City,Chelsea,2022-01-15 12:30:00,2022,Premier League 2021-2022,20
1,1,Newcastle,Watford,2022-01-15 15:00:00,2022,Premier League 2021-2022,20
1,2,Norwich,Everton,2022-01-15 15:00:00,2022,Premier League 2021-2022,20
1,3,Wolves,Southampton,2022-01-15 15:00:00,2022,Premier League 2021-2022,20
2,2,Aston Villa,Man United,2022-01-15 17:30:00,2022,Premier League 2021-2022,20
3,2,West Ham,Leeds,2022-01-16 14:00:00,2022,Premier League 2021-2022,20
0,3,Liverpool,Brentford,2022-01-16 14:00:00,2022,Premier League 2021-2022,21
1,1,Brighton,Chelsea,2022-01-18 20:00:00,2022,Premier League 2021-2022,21
3,2,Leicester,Tottenham,2022-01-19 19:30:00,2022,Premier League 2021-2022,21
3,1,Brentford,Man United,2022-01-19 20:00:00,2022,Premier League 2021-2022,21
3,0,Watford,Norwich,2022-01-21 20:00:00,2022,Premier League 2021-2022,21
1,0,Everton,Aston Villa,2022-01-22 12:30:00,2022,Premier League 2021-2022,21
2,1,Brentford,Wolves,2022-01-22 15:00:00,2022,Premier League 2021-2022,21
1,0,Leeds,Newcastle,2022-01-22 15:00:00,2022,Premier League 2021-2022,21
0,1,Man United,West Ham,2022-01-22 15:00:00,2022,Premier League 2021-2022,21
1,1,Southampton,Man City,2022-01-22 17:30:00,2022,Premier League 2021-2022,21
1,1,Leicester,Brighton,2022-01-23 14:00:00,2022,Premier League 2021-2022,22
0,0,Arsenal,Burnley,2022-01-23 14:00:00,2022,Premier League 2021-2022,22
3,1,Crystal Palace,Liverpool,2022-01-23 14:00:00,2022,Premier League 2021-2022,22
0,2,Chelsea,Tottenham,2022-01-23 16:30:00,2022,Premier League 2021-2022,22
0,0,Burnley,Watford,2022-02-05 18:00:00,2022,Premier League 2021-2022,22
1,3,Newcastle,Everton,2022-02-08 19:45:00,2022,Premier League 2021-2022,22
0,1,West Ham,Watford,2022-02-08 19:45:00,2022,Premier League 2021-2022,22
1,1,Burnley,Man United,2022-02-08 20:00:00,2022,Premier League 2021-2022,22
3,2,Tottenham,Southampton,2022-02-09 19:45:00,2022,Premier League 2021-2022,22
0,2,Man City,Brentford,2022-02-09 19:45:00,2022,Premier League 2021-2022,22
1,1,Norwich,Crystal Palace,2022-02-09 19:45:00,2022,Premier League 2021-2022,23
3,3,Aston Villa,Leeds,2022-02-09 20:00:00,2022,Premier League 2021-2022,23
1,0,Wolves,Arsenal,2022-02-10 19:45:00,2022,Premier League 2021-2022,23
0,2,Liverpool,Leicester,2022-02-10 19:45:00,2022,Premier League 2021-2022,23
1,1,Man United,Southampton,2022-02-12 12:30:00,2022,Premier League 2021-2022,23
0,0,Brentford,Crystal Palace,2022-02-12 15:00:00,2022,Premier League 2021-2022,23
0,3,Everton,Leeds,2022-02-12 15:00:00,2022,Premier League 2021-2022,23
2,0,Watford,Brighton,2022-02-12 15:00:00,2022,Premier League 2021-2022,23
4,0,Norwich,Man City,2022-02-12 17:30:00,2022,Premier League 2021-2022,23
0,1,Newcastle,Aston Villa,2022-02-13 14:00:00,2022,Premier League 2021-2022,23
2,0,Tottenham,Wolves,2022-02-13 14:00:00,2022,Premier League 2021-2022,24
1,0,Burnley,Liverpool,2022-02-13 14:00:00,2022,Premier League 2021-2022,24
2,2,Leicester,West Ham,2022-02-13 16:30:00,2022,Premier League 2021-2022,24
0,2,Man United,Brighton,2022-02-15 20:15:00,2022,Premier League 2021-2022,24
1,1,West Ham,Newcastle,2022-02-19 12:30:00,2022,Premier League 2021-2022,24
1,3,Liverpool,Norwich,2022-02-19 15:00:00,2022,Premier League 2021-2022,24
0,2,Southampton,Everton,2022-02-19 15:00:00,2022,Premier League 2021-2022,24
1,0,Crystal Palace,Chelsea,2022-02-19 15:00:00,2022,Premier League 2021-2022,24
1,2,Arsenal,Brentford,2022-02-19 15:00:00,2022,Premier League 2021-2022,24
1,0,Aston Villa,Watford,2022-02-19 15:00:00,2022,Premier League 2021-2022,24
3,0,Brighton,Burnley,2022-02-19 15:00:00,2022,Premier League 2021-2022,25
3,2,Man City,Tottenham,2022-02-19 17:30:00,2022,Premier League 2021-2022,25
4,2,Leeds,Man United,2022-02-20 14:00:00,2022,Premier League 2021-2022,25
1,2,Wolves,Leicester,2022-02-20 16:30:00,2022,Premier League 2021-2022,25
0,1,Burnley,Tottenham,2022-02-23 19:30:00,2022,Premier League 2021-2022,25
4,1,Watford,Crystal Palace,2022-02-23 19:30:00,2022,Premier League 2021-2022,25
0,6,Liverpool,Leeds,2022-02-23 19:45:00,2022,Premier League 2021-2022,25
1,2,Arsenal,Wolves,2022-02-24 19:45:00,2022,Premier League 2021-2022,25
0,2,Southampton,Norwich,2022-02-25 20:00:00,2022,Premier League 2021-2022,25
4,0,Leeds,Tottenham,2022-02-26 12:30:00,2022,Premier League 2021-2022,25
1,1,Crystal Palace,Burnley,2022-02-26 15:00:00,2022,Premier League 2021-2022,26
0,0,Man United,Watford,2022-02-26 15:00:00,2022,Premier League 2021-2022,26
2,0,Brentford,Newcastle,2022-02-26 15:00:00,2022,Premier League 2021-2022,26
2,0,Brighton,Aston Villa,2022-02-26 15:30:00,2022,Premier League 2021-2022,26
1,0,Everton,Man City,2022-02-26 17:30:00,2022,Premier League 2021-2022,26
0,1,West Ham,Wolves,2022-02-27 14:00:00,2022,Premier League 2021-2022,26
2,0,Burnley,Leicester,2022-03-01 19:45:00,2022,Premier League 2021-2022,26
0,1,Leicester,Leeds,2022-03-05 12:30:00,2022,Premier League 2021-2022,26
2,0,Wolves,Crystal Palace,2022-03-05 15:00:00,2022,Premier League 2021-2022,26
3,1,Norwich,Brentford,2022-03-05 15:00:00,2022,Premier League 2021-2022,26
4,0,Burnley,Chelsea,2022-03-05 15:00:00,2022,Premier League 2021-2022,27
0,4,Aston Villa,Southampton,2022-03-05 15:00:00,2022,Premier League 2021-2022,27
1,2,Newcastle,Brighton,2022-03-05 15:00:00,2022,Premier League 2021-2022,27
0,1,Liverpool,West Ham,2022-03-05 17:30:00,2022,Premier League 2021-2022,27
3,2,Watford,Arsenal,2022-03-06 14:00:00,2022,Premier League 2021-2022,27
1,4,Man City,Man United,2022-03-06 16:30:00,2022,Premier League 2021-2022,27
0,5,Tottenham,Everton,2022-03-07 20:00:00,2022,Premier League 2021-2022,27
3,1,Norwich,Chelsea,2022-03-10 19:30:00,2022,Premier League 2021-2022,27
2,1,Southampton,Newcastle,2022-03-10 19:30:00,2022,Premier League 2021-2022,27
0,4,Wolves,Watford,2022-03-10 19:30:00,2022,Premier League 2021-2022,27
3,0,Leeds,Aston Villa,2022-03-10 19:45:00,2022,Premier League 2021-2022,28
2,0,Brighton,Liverpool,2022-03-12 12:30:00,2022,Premier League 2021-2022,28
0,2,Brentford,Burnley,2022-03-12 15:00:00,2022,Premier League 2021-2022,28
2,3,Man United,Tottenham,2022-03-12 17:30:00,2022,Premier League 2021-2022,28
0,1,Chelsea,Newcastle,2022-03-13 14:00:00,2022,Premier League 2021-2022,28
1,0,Everton,Wolves,2022-03-13 14:00:00,2022,Premier League 2021-2022,28
1,2,Leeds,Norwich,2022-03-13 14:00:00,2022,Premier League 2021-2022,28
2,1,Southampton,Watford,2022-03-13 14:00:00,2022,Premier League 2021-2022,28
1,2,West Ham,Aston Villa,2022-03-13 14:00:00,2022,Premier League 2021-2022,28
0,2,Arsenal,Leicester,2022-03-13 16:30:00,2022,Premier League 2021-2022,28
0,0,Crystal Palace,Man City,2022-03-14 20:00:00,2022,Premier League 2021-2022,29
2,0,Brighton,Tottenham,2022-03-16 19:30:00,2022,Premier League 2021-2022,29
2,0,Arsenal,Liverpool,2022-03-16 20:15:00,2022,Premier League 2021-2022,29
0,1,Everton,Newcastle,2022-03-17 19:45:00,2022,Premier League 2021-2022,29
3,2,Wolves,Leeds,2022-03-18 20:00:00,2022,Premier League 2021-2022,29
1,0,Aston Villa,Arsenal,2022-03-19 12:30:00,2022,Premier League 2021-2022,29
1,2,Leicester,Brentford,2022-03-20 14:00:00,2022,Premier League 2021-2022,29
1,3,Tottenham,West Ham,2022-03-20 16:30:00,2022,Premier League 2021-2022,29
0,2,Liverpool,Watford,2022-04-02 12:30:00,2022,Premier League 2021-2022,29
0,0,Brighton,Norwich,2022-04-02 15:00:00,2022,Premier League 2021-2022,29
2,0,Burnley,Man City,2022-04-02 15:00:00,2022,Premier League 2021-2022,30
4,1,Chelsea,Brentford,2022-04-02 15:00:00,2022,Premier League 2021-2022,30
1,1,Leeds,Southampton,2022-04-02 15:00:00,2022,Premier League 2021-2022,30
1,2,Wolves,Aston Villa,2022-04-02 15:00:00,2022,Premier League 2021-2022,30
1,1,Man United,Leicester,2022-04-02 17:30:00,2022,Premier League 2021-2022,30
1,2,West Ham,Everton,2022-04-03 14:00:00,2022,Premier League 2021-2022,30
1,5,Tottenham,Newcastle,2022-04-03 16:30:00,2022,Premier League 2021-2022,30
0,3,Crystal Palace,Arsenal,2022-04-04 20:00:00,2022,Premier League 2021-2022,30
2,3,Burnley,Everton,2022-04-06 19:30:00,2022,Premier League 2021-2022,30
0,1,Newcastle,Wolves,2022-04-08 20:00:00,2022,Premier League 2021-2022,30
0,1,Everton,Man United,2022-04-09 12:30:00,2022,Premier League 2021-2022,31
2,1,Arsenal,Brighton,2022-04-09 15:00:00,2022,Premier League 2021-2022,31
6,0,Southampton,Chelsea,2022-04-09 15:00:00,2022,Premier League 2021-2022,31
3,0,Watford,Leeds,2022-04-09 15:00:00,2022,Premier League 2021-2022,31
4,0,Aston Villa,Tottenham,2022-04-09 17:30:00,2022,Premier League 2021-2022,31
0,2,Norwich,Burnley,2022-04-10 14:00:00,2022,Premier League 2021-2022,31
0,2,Brentford,West Ham,2022-04-10 14:00:00,2022,Premier League 2021-2022,31
1,2,Leicester,Crystal Palace,2022-04-10 14:00:00,2022,Premier League 2021-2022,31
2,2,Man City,Liverpool,2022-04-10 16:30:00,2022,Premier League 2021-2022,31
1,0,Tottenham,Brighton,2022-04-16 12:30:00,2022,Premier League 2021-2022,31
2,3,Man United,Norwich,2022-04-16 15:00:00,2022,Premier League 2021-2022,32
0,1,Southampton,Arsenal,2022-04-16 15:00:00,2022,Premier League 2021-2022,32
2,1,Watford,Brentford,2022-04-16 15:00:00,2022,Premier League 2021-2022,32
1,2,Newcastle,Leicester,2022-04-17 14:15:00,2022,Premier League 2021-2022,32
1,1,West Ham,Burnley,2022-04-17 14:15:00,2022,Premier League 2021-2022,32
0,4,Liverpool,Man United,2022-04-19 20:00:00,2022,Premier League 2021-2022,32
0,1,Newcastle,Crystal Palace,2022-04-20 19:45:00,2022,Premier League 2021-2022,32
4,2,Chelsea,Arsenal,2022-04-20 19:45:00,2022,Premier League 2021-2022,32
1,1,Everton,Leicester,2022-04-20 19:45:00,2022,Premier League 2021-2022,32
0,3,Man City,Brighton,2022-04-20 20:00:00,2022,Premier League 2021-2022,32
0,2,Burnley,Southampton,2022-04-21 19:45:00,2022,Premier League 2021-2022,33
1,3,Arsenal,Man United,2022-04-23 12:30:00,2022,Premier League 2021-2022,33
1,5,Man City,Watford,2022-04-23 15:00:00,2022,Premier League 2021-2022,33
0,0,Leicester,Aston Villa,2022-04-23 15:00:00,2022,Premier League 2021-2022,33
3,0,Norwich,Newcastle,2022-04-23 15:00:00,2022,Premier League 2021-2022,33
0,0,Brentford,Tottenham,2022-04-23 17:30:00,2022,Premier League 2021-2022,33
0,1,Burnley,Wolves,2022-04-24 14:00:00,2022,Premier League 2021-2022,33
0,1,Chelsea,West Ham,2022-04-24 14:00:00,2022,Premier League 2021-2022,33
2,2,Brighton,Southampton,2022-04-24 14:00:00,2022,Premier League 2021-2022,33
0,2,Liverpool,Everton,2022-04-24 16:30:00,2022,Premier League 2021-2022,33
0,0,Crystal Palace,Leeds,2022-04-25 20:00:00,2022,Premier League 2021-2022,34
1,1,Man United,Chelsea,2022-04-28 19:45:00,2022,Premier League 2021-2022,34
1,0,Newcastle,Liverpool,2022-04-30 12:30:00,2022,Premier League 2021-2022,34
0,2,Aston Villa,Norwich,2022-04-30 15:00:00,2022,Premier League 2021-2022,34
2,1,Southampton,Crystal Palace,2022-04-30 15:00:00,2022,Premier League 2021-2022,34
2,1,Watford,Burnley,2022-04-30 15:00:00,2022,Premier League 2021-2022,34
3,0,Wolves,Brighton,2022-04-30 15:00:00,2022,Premier League 2021-2022,34
4,0,Leeds,Man City,2022-04-30 17:30:00,2022,Premier League 2021-2022,34
1,3,Tottenham,Leicester,2022-05-01 14:00:00,2022,Premier League 2021-2022,34
0,1,Everton,Chelsea,2022-05-01 14:00:00,2022,Premier League 2021-2022,34
2,1,West Ham,Arsenal,2022-05-01 16:30:00,2022,Premier League 2021-2022,35
0,3,Man United,Brentford,2022-05-02 20:00:00,2022,Premier League 2021-2022,35
0,3,Brentford,Southampton,2022-05-07 15:00:00,2022,Premier League 2021-2022,35
3,1,Burnley,Aston Villa,2022-05-07 15:00:00,2022,Premier League 2021-2022,35
2,2,Chelsea,Wolves,2022-05-07 15:00:00,2022,Premier League 2021-2022,35
0,1,Crystal Palace,Watford,2022-05-07 15:00:00,2022,Premier League 2021-2022,35
0,4,Brighton,Man United,2022-05-07 17:30:00,2022,Premier League 2021-2022,35
1,1,Liverpool,Tottenham,2022-05-07 19:45:00,2022,Premier League 2021-2022,35
4,0,Norwich,West Ham,2022-05-08 14:00:00,2022,Premier League 2021-2022,35
2,1,Leicester,Everton,2022-05-08 14:00:00,2022,Premier League 2021-2022,35
1,2,Arsenal,Leeds,2022-05-08 14:00:00,2022,Premier League 2021-2022,36
0,5,Man City,Newcastle,2022-05-08 16:30:00,2022,Premier League 2021-2022,36
2,1,Aston Villa,Liverpool,2022-05-10 20:00:00,2022,Premier League 2021-2022,36
3,0,Leeds,Chelsea,2022-05-11 19:30:00,2022,Premier League 2021-2022,36
0,3,Leicester,Norwich,2022-05-11 19:45:00,2022,Premier League 2021-2022,36
0,0,Watford,Everton,2022-05-11 19:45:00,2022,Premier League 2021-2022,36
5,1,Wolves,Man City,2022-05-11 20:15:00,2022,Premier League 2021-2022,36
0,3,Tottenham,Arsenal,2022-05-12 19:45:00,2022,Premier League 2021-2022,36
0,1,Tottenham,Burnley,2022-05-15 12:00:00,2022,Premier League 2021-2022,36
1,1,Wolves,Norwich,2022-05-15 14:00:00,2022,Premier League 2021-2022,36
2,2,West Ham,Man City,2022-05-15 14:00:00,2022,Premier League 2021-2022,37
1,1,Leeds,Brighton,2022-05-15 14:00:00,2022,Premier League 2021-2022,37
1,1,Aston Villa,Crystal Palace,2022-05-15 14:00:00,2022,Premier League 2021-2022,37
5,1,Watford,Leicester,2022-05-15 14:00:00,2022,Premier League 2021-2022,37
3,2,Everton,Brentford,2022-05-15 16:30:00,2022,Premier League 2021-2022,37
0,2,Newcastle,Arsenal,2022-05-16 20:00:00,2022,Premier League 2021-2022,37
2,1,Southampton,Liverpool,2022-05-17 19:45:00,2022,Premier League 2021-2022,37
2,3,Everton,Crystal Palace,2022-05-19 19:45:00,2022,Premier League 2021-2022,37
1,1,Chelsea,Leicester,2022-05-19 20:00:00,2022,Premier League 2021-2022,37
1,1,Aston Villa,Burnley,2022-05-19 20:00:00,2022,Premier League 2021-2022,37
1,4,Leicester,Southampton,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
0,1,Crystal Palace,Man United,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
1,3,Liverpool,Wolves,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
1,2,Chelsea,Watford,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
2,3,Man City,Aston Villa,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
1,3,Brighton,West Ham,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
2,1,Brentford,Leeds,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
1,5,Arsenal,Everton,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
2,1,Burnley,Newcastle,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
5,0,Norwich,Tottenham,2022-05-22 16:00:00,2022,Premier League 2021-2022,38
